"","x"
"text.347.meta.datetimestamp.hour","5"
"text.347.meta.datetimestamp.mday","7"
"text.347.meta.datetimestamp.mon","1"
"text.347.meta.datetimestamp.year","124"
"text.347.meta.datetimestamp.wday","3"
"text.347.meta.datetimestamp.yday","37"
"text.347.meta.datetimestamp.isdst","0"
"text.347.meta.datetimestamp.zone","GMT"
"text.347.meta.datetimestamp.gmtoff","0"
"text.347.meta.id","347"
"text.347.meta.language","en"
"text.348.content","no abstract available"
"text.348.meta.datetimestamp.sec","16.6142220497131"
"text.348.meta.datetimestamp.min","36"
"text.348.meta.datetimestamp.hour","5"
"text.348.meta.datetimestamp.mday","7"
"text.348.meta.datetimestamp.mon","1"
"text.348.meta.datetimestamp.year","124"
"text.348.meta.datetimestamp.wday","3"
"text.348.meta.datetimestamp.yday","37"
"text.348.meta.datetimestamp.isdst","0"
"text.348.meta.datetimestamp.zone","GMT"
"text.348.meta.datetimestamp.gmtoff","0"
"text.348.meta.id","348"
"text.348.meta.language","en"
"text.349.content","india secondmost populous country world struggling second wave covid triggered sarscov this letter aims highlight necessity vaccine certificate nationwide traveling prevent waves covid different states india such policies already existence international travel termed vaccine passports the compulsory vaccine certificates need existence prevent rapid spread covid well future waves pandemic india there urgent need forstandard operating procedure sop preventive measures control spread covid nationwide including vaccine certificate domestic travel cities states ©  taylor francis group llc"
"text.349.meta.datetimestamp.sec","16.6142499446869"
"text.349.meta.datetimestamp.min","36"
"text.349.meta.datetimestamp.hour","5"
"text.349.meta.datetimestamp.mday","7"
"text.349.meta.datetimestamp.mon","1"
"text.349.meta.datetimestamp.year","124"
"text.349.meta.datetimestamp.wday","3"
"text.349.meta.datetimestamp.yday","37"
"text.349.meta.datetimestamp.isdst","0"
"text.349.meta.datetimestamp.zone","GMT"
"text.349.meta.datetimestamp.gmtoff","0"
"text.349.meta.id","349"
"text.349.meta.language","en"
"text.350.content","objective to estimate associations trivalent influenza vaccination covid mortality well severe clinical outcomes among hospitalised patients design retrospective observational study setting this study conducted among hospitalised patients covid brazil participants we analysed hospitalised patients covid available vaccination information captured brazils national electronic respiratory infection data system  january   june  main outcome measures the primary outcomes agespecific mortality rates hospitalised patients covid without recent inactivated trivalent influenza vaccination results a total   clinically confirmed covid cases analysed controlling health facility treatment comorbidities well extensive range sociodemographic factors patients received recent influenza vaccine experienced average  lower odds needing intensive care treatment  ci    lower odds requiring invasive respiratory support  ci    lower odds death  ci   protective effects larger vaccine administered onset symptoms well among younger patients conclusion patients covid recent inactivated influenza vaccination experience significantly better health outcomes nonvaccinated patients brazil beneficial offtarget effects influenza vaccination trained innate immune responses seem plausible need explored largescale promotion influenza vaccines seems advisable especially populations high risk severe covid disease progression © "
"text.350.meta.datetimestamp.sec","16.6142799854279"
"text.350.meta.datetimestamp.min","36"
"text.350.meta.datetimestamp.hour","5"
"text.350.meta.datetimestamp.mday","7"
"text.350.meta.datetimestamp.mon","1"
"text.350.meta.datetimestamp.year","124"
"text.350.meta.datetimestamp.wday","3"
"text.350.meta.datetimestamp.yday","37"
"text.350.meta.datetimestamp.isdst","0"
"text.350.meta.datetimestamp.zone","GMT"
"text.350.meta.datetimestamp.gmtoff","0"
"text.350.meta.id","350"
"text.350.meta.language","en"
"text.351.content","since reporting first cases coronavirus china publication first sequence sarscov december  virus undergone numerous mutations in europe spring outbreak marchapril followed drop number cases deaths the disease may evolved milder form the increase pcrpositive cases late summer  lead expected increase hospitalizations icu admissions deaths based severity disease spring this difference disease severity due factors independent virus evolution virus this review attempts identify mutations appeared since beginning pandemic role temporal evolution pandemic there cell humoral type crossreactivity large part population common cold coronaviruses hcovs sarscov evolutionarily important mutations deletions emerged sarscov genes encoding proteins interact host immune system in addition one major mutations viral polymerase logically associated higher frequency mutations throughout genome this frequency fluctuates time shows peak time epidemic active the rate mutations proteins involved relationship immune system continues increase first outbreak the crossreactivity  hand viral mutations observed hand explain evolution pandemic summer  partly due evolution virus relation host immune system the immunization campaign began december  concerns emerging possible escape circulating variants vaccines early  these variants also escape immunity acquired infection  strains ©  s karger ag basel copyright all rights reserved"
"text.351.meta.datetimestamp.sec","16.6143100261688"
"text.351.meta.datetimestamp.min","36"
"text.351.meta.datetimestamp.hour","5"
"text.351.meta.datetimestamp.mday","7"
"text.351.meta.datetimestamp.mon","1"
"text.351.meta.datetimestamp.year","124"
"text.351.meta.datetimestamp.wday","3"
"text.351.meta.datetimestamp.yday","37"
"text.351.meta.datetimestamp.isdst","0"
"text.351.meta.datetimestamp.zone","GMT"
"text.351.meta.datetimestamp.gmtoff","0"
"text.351.meta.id","351"
"text.351.meta.language","en"
"text.352.content","background vaccination cornerstone prevention communicable infectious diseases however vaccines traditionally met public fear hesitancy covid vaccines exception social media use demonstrated play role low acceptance vaccines objective the aim study identify topics sentiments public covid vaccinerelated discussion social media discern salient changes topics sentiments time better understand public perceptions concerns emotions may influence achievement herd immunity goals methods tweets downloaded largescale covid twitter chatter data set march   day world health organization declared covid pandemic january   we used r software clean tweets retain tweets contained keywords vaccination vaccinations vaccine vaccines immunization vaccinate vaccinated the final data set included analysis consisted  unique tweets  different users we used r perform latent dirichlet allocation topic modeling well sentiment emotion analysis using national research council canada emotion lexicon results topic modeling tweets related covid vaccines yielded  topics grouped  overarching themes opinions vaccination  tweets  tweeted topic remained highly discussed topic majority period examination vaccine progress around world became discussed topic around august   russia approved worlds first covid vaccine with advancement vaccine administration topic instruction getting vaccines gradually became salient became discussed topic first week january  weekly mean sentiment scores showed despite fluctuations sentiment increasingly positive general emotion analysis showed trust predominant emotion followed anticipation fear sadness etc the trust emotion reached peak november   pfizer announced vaccine  effective conclusions public covid vaccinerelated discussion twitter largely driven major events covid vaccines mirrored active news topics mainstream media the discussion also demonstrated global perspective the increasingly positive sentiment around covid vaccines dominant emotion trust shown social media discussion may imply higher acceptance covid vaccines compared previous vaccines ©  journal medical internet research all rights reserved"
